"ndc","doseFormRxcui","doseFormName","activeIngredientRxcui","activeIngredientName","numeratorUnit","numeratorValue","denominatorUnit","denominatorValue"
"61748004416","316968","Oral Solution","99","6-aminocaproic acid","MG","250.0","ML","1.0"
"131247735","317541","Oral Tablet","623400","lacosamide","MG","50.0","EACH","1.0"
"50383093335","316985","Topical Ointment","142440","lidocaine hydrochloride","MG","0.05","MG","1.0"
"58177032418","317007","Sublingual Tablet","4917","nitroglycerin","MG","0.4","EACH","1.0"
"6353750","1649574","Injection","4278","famotidine","MG","0.4","ML","1.0"
"517092008","1649574","Injection","1828","busulfan","MG","6.0","ML","1.0"
"78017905","317541","Oral Tablet","235838","terbinafine hydrochloride","MG","250.0","EACH","1.0"
"63323029730","316950","Injectable Suspension","8782","propofol","MG","10.0","ML","1.0"
"60793011601","317541","Oral Tablet","142448","liothyronine sodium","MG","0.025","EACH","1.0"
"24135202","126542","Nasal Spray","8164","phenylephrine hydrochloride","MG","10.0","ML","1.0"
"62856027230","317541","Oral Tablet","1356552","perampanel","MG","2.0","EACH","1.0"
"3029305","316950","Injectable Suspension","10761","triamcinolone acetonide","MG","40.0","ML","1.0"
"62175044214","1540455","Powder for Oral Solution","221147","polyethylene glycol 3350","MG","17000.0","EACH","1.0"
"63323014210","1649574","Injection","5657","ifosfamide","MG","1000.0","EACH","1.0"
"641600810","1649574","Injection","1808","bumetanide","MG","0.25","ML","1.0"
"55150015872","316949","Injectable Solution","142440","lidocaine hydrochloride","MG","10.0","ML","1.0"
"51079095120","317541","Oral Tablet","203123","enalapril maleate","MG","5.0","EACH","1.0"
"143956501","1649574","Injection","10473","thiotepa","MG","15.0","EACH","1.0"
"68516320003","1649574","Injection","1670383","factor IX complex","UNT","1.0","EACH","1.0"
"55150021910","1649574","Injection","75635","eptifibatide","MG","2.0","ML","1.0"
"781210401","316965","Oral Capsule","42316","tacrolimus","MG","5.0","EACH","1.0"
"63323012820","1649574","Injection","3098","dacarbazine","MG","200.0","EACH","1.0"
"904600761","317541","Oral Tablet","6470","lorazepam","MG","0.5","EACH","1.0"
"904553661","317541","Oral Tablet","7258","naproxen","MG","375.0","EACH","1.0"
"51167010001","317541","Oral Tablet","1102261","telaprevir","MG","375.0","EACH","1.0"
"555006602","317541","Oral Tablet","6038","isoniazid","MG","100.0","EACH","1.0"
"641608025","1649574","Injection","203148","ondansetron hydrochloride","MG","2.0","ML","1.0"
"51845030","346286","Topical Gel","10379","testosterone","MG","0.01","MG","1.0"
"338500241","1649574","Injection","203172","ceftriaxone sodium","MG","1000.0","EACH","1.0"
"83006230","316945","Extended Release Oral Tablet","2002","carbamazepine","MG","200.0","EACH","1.0"
"69152068","317541","Oral Tablet","104416","amlodipine besylate","MG","2.5","EACH","1.0"
"182055589","317541","Oral Tablet","82027","hydralazine hydrochloride","MG","50.0","EACH","1.0"
"469520230","316985","Topical Ointment","42316","tacrolimus","MG","0.001","MG","1.0"
"54092025290","91058","Chewable Tablet","234416","lanthanum carbonate","MG","500.0","EACH","1.0"
"187520030","316982","Topical Cream","4492","fluorouracil","MG","5.0","ML","1.0"
"67066000501","1649574","Injection","606396","secretin human, synthetic","MG","0.016","EACH","1.0"
"65027510","316964","Ophthalmic Suspension","194881","brinzolamide","MG","10.0","ML","1.0"
"597000302","316965","Oral Capsule","190548","tipranavir","MG","250.0","EACH","1.0"
"87015846","317541","Oral Tablet","227278","fosinopril sodium","MG","10.0","EACH","1.0"
"59310057920","721654","Metered Dose Inhaler","142153","albuterol sulfate","MG","0.09","ACTUAT","1.0"
"43598030562","1649574","Injection","1251","azacitidine","MG","100.0","EACH","1.0"
"59630076210","91058","Chewable Tablet","203188","methylphenidate hydrochloride","MG","10.0","EACH","1.0"
"48102000811","91344","Ophthalmic Ointment","4053","erythromycin","MG","0.005","MG","1.0"
"781325394","1649574","Injection","1251","azacitidine","MG","100.0","EACH","1.0"
"51672200202","316982","Topical Cream","2623","clotrimazole","MG","10.0","ML","1.0"
"409707426","1649574","Injection","8591","potassium chloride","MEQ","0.1","ML","1.0"
"25021012850","1649574","Injection","2191","ceftazidime","MG","2000.0","EACH","1.0"
"65293000101","1649574","Injection","60819","bivalirudin","MG","250.0","EACH","1.0"
"54808425","317541","Oral Tablet","1256","azathioprine","MG","50.0","EACH","1.0"
"409339732","316949","Injectable Solution","1151","ascorbic acid","MG","500.0","ML","1.0"
"71015892","317541","Oral Tablet","83366","atorvastatin calcium","MG","80.0","EACH","1.0"
"68084031901","317541","Oral Tablet","28439","lamotrigine","MG","100.0","EACH","1.0"
"58160082652","721656","Prefilled Syringe","798361","hepatitis A vaccine (inactivated) strain HM175","UNT","1440.0","ML","1.0"
"49938010201","317541","Oral Tablet","3108","dapsone","MG","25.0","EACH","1.0"
"49052083","316949","Injectable Solution","203133","penicillin G potassium","UNT","1000000.0","ML","1.0"
"54838057059","316968","Oral Solution","89013","aripiprazole","MG","1.0","ML","1.0"
"67457019710","1649574","Injection","10691","tranexamic acid","MG","100.0","ML","1.0"
"50268044715","317541","Oral Tablet","6058","isosorbide dinitrate","MG","5.0","EACH","1.0"
"50474057009","317541","Oral Tablet","1739745","brivaracetam","MG","50.0","EACH","1.0"
"409610202","1649574","Injection","4603","furosemide","MG","10.0","ML","1.0"
"59762503101","316945","Extended Release Oral Tablet","4821","glipizide","MG","2.5","EACH","1.0"
"8536002","1649574","Injection","384455","tigecycline","MG","50.0","EACH","1.0"
"11523726808","1540455","Powder for Oral Solution","221147","polyethylene glycol 3350","MG","17000.0","EACH","1.0"
"43598065011","1649574","Injection","10473","thiotepa","MG","15.0","EACH","1.0"
"143968910","1649574","Injection","235230","nicardipine hydrochloride","MG","2.5","ML","1.0"
"766145010","316987","Transdermal System","7407","nicotine","MG","0.875","HR","1.0"
"378207201","317541","Oral Tablet","29046","lisinopril","MG","2.5","EACH","1.0"
"78033931","316968","Oral Solution","994808","rivastigmine tartrate","MG","2.0","ML","1.0"
"55390010810","1649574","Injection","81992","daunorubicin hydrochloride","MG","5.0","ML","1.0"
"74300000068","316985","Topical Ointment","11423","zinc oxide","MG","0.4","MG","1.0"
"60267070550","1649574","Injection","36726","sodium thiosulfate","MG","250.0","ML","1.0"
"93514001","317541","Oral Tablet","203152","alendronate sodium","MG","5.0","EACH","1.0"
"310095036","657710","Drug Implant","203146","goserelin acetate","MG","3.6","EACH","1.0"
"12496120403","2269578","Sublingual Film","1819","buprenorphine","MG","4.0","EACH","1.0"
"9337502","1649574","Injection","797272","clindamycin phosphate","MG","12.0","ML","1.0"
"555098037","316965","Oral Capsule","7426","nimodipine","MG","30.0","EACH","1.0"
"52604512501","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.125","EACH","1.0"
"409379501","1649574","Injection","28200","ketorolac tromethamine","MG","30.0","ML","1.0"
"597005801","316965","Oral Capsule","236495","tamsulosin hydrochloride","MG","0.4","EACH","1.0"
"904198861","317541","Oral Tablet","161","acetaminophen","MG","500.0","EACH","1.0"
"143970201","1649574","Injection","153329","irinotecan hydrochloride","MG","20.0","ML","1.0"
"37205098769","316992","Oral Lozenge","31765","nicotine polacrilex","MG","2.0","EACH","1.0"
"71288000520","1649574","Injection","82100","sulbactam sodium","MG","500.0","EACH","1.0"
"50268061513","316942","Disintegrating Oral Tablet","61381","olanzapine","MG","5.0","EACH","1.0"
"64081015","346286","Topical Gel","115238","becaplermin","MG","1.0E-4","MG","1.0"
"67877022001","316965","Oral Capsule","2231","cephalexin","MG","250.0","EACH","1.0"
"9766304","317541","Oral Tablet","258494","exemestane","MG","25.0","EACH","1.0"
"487980101","346161","Inhalation Solution","203212","ipratropium bromide","MG","0.2","ML","1.0"
"409798361","1649574","Injection","9863","sodium chloride","MG","9.0","ML","1.0"
"65862084003","7670","Ophthalmic Solution","228750","moxifloxacin hydrochloride","MG","5.0","ML","1.0"
"703485211","1649574","Injection","25102","fludarabine phosphate","MG","25.0","ML","1.0"
"54007928","316965","Oral Capsule","153718","balsalazide disodium","MG","750.0","EACH","1.0"
"3223011","1649574","Injection","1272","aztreonam","MG","1000.0","EACH","1.0"
"406833062","316945","Extended Release Oral Tablet","30236","morphine sulfate","MG","30.0","EACH","1.0"
"781143901","317541","Oral Tablet","203207","fluphenazine hydrochloride","MG","10.0","EACH","1.0"
"68084085501","317541","Oral Tablet","1292","baclofen","MG","10.0","EACH","1.0"
"68084006501","316965","Oral Capsule","10454","thiamine","MG","1.5","EACH","1.0"
"802396216","316968","Oral Solution","21183","citric acid","MG","60.0","ML","1.0"
"67877024238","317541","Oral Tablet","221153","quetiapine fumarate","MG","25.0","EACH","1.0"
"64679072801","1649574","Injection","67158","sumatriptan succinate","MG","12.0","ML","1.0"
"59627000103","1649574","Injection","75917","interferon beta-1a","MG","0.03","EACH","1.0"
"51079043620","316965","Oral Capsule","3638","doxepin","MG","10.0","EACH","1.0"
"15309520","316949","Injectable Solution","4179","etoposide","MG","20.0","ML","1.0"
"456430001","1540455","Powder for Oral Solution","142135","fosfomycin tromethamine","MG","3000.0","EACH","1.0"
"63323026201","316949","Injectable Solution","314659","heparin sodium, porcine","UNT","5000.0","ML","1.0"
"472073041","11103","Vaginal Cream","42790","miconazole nitrate","MG","20.0","ML","1.0"
"68084028401","316965","Oral Capsule","5552","hydroxyurea","MG","500.0","EACH","1.0"
"944049101","1649574","Injection","828529","albumin human, USP","MG","50.0","ML","1.0"
"50458092010","317541","Oral Tablet","82122","levofloxacin","MG","250.0","EACH","1.0"
"59762100301","317541","Oral Tablet","35302","sirolimus","MG","2.0","EACH","1.0"
"6337666","316969","Oral Suspension","5781","indomethacin","MG","5.0","ML","1.0"
"143974610","1649574","Injection","10369","terbutaline sulfate","MG","1.0","ML","1.0"
"76329339001","721656","Prefilled Syringe","142440","lidocaine hydrochloride","MG","20.0","ML","1.0"
"93031101","316965","Oral Capsule","82038","loperamide hydrochloride","MG","2.0","EACH","1.0"
"9005002","317541","Oral Tablet","1000112","medroxyprogesterone acetate","MG","10.0","EACH","1.0"
"24208092064","7670","Ophthalmic Solution","91189","tetracaine hydrochloride","MG","5.0","ML","1.0"
"6006568","317541","Oral Tablet","4109","ethacrynic acid","MG","25.0","EACH","1.0"
"574220520","316982","Topical Cream","10753","tretinoin","MG","0.5","ML","1.0"
"172392760","317541","Oral Tablet","3322","diazepam","MG","10.0","EACH","1.0"
"53014054867","316946","Extended Release Suspension","221074","chlorpheniramine polistirex","MG","1.6","ML","1.0"
"472008216","316969","Oral Suspension","281","acyclovir","MG","40.0","ML","1.0"
"574012008","316969","Oral Suspension","272","activated charcoal","MG","208.0","ML","1.0"
"406991816","316968","Oral Solution","203130","nortriptyline hydrochloride","MG","2.0","ML","1.0"
"49999016850","316969","Oral Suspension","723","amoxicillin","MG","50.0","ML","1.0"
"25010021027","1649574","Injection","4108","ethacrynate sodium","MG","50.0","EACH","1.0"
"67457042312","316949","Injectable Solution","48933","dexamethasone sodium phosphate","MG","4.0","ML","1.0"
"121478505","316969","Oral Suspension","7597","nystatin","UNT","100000.0","ML","1.0"
"17478001202","1649574","Injection","18927","benztropine mesylate","MG","1.0","ML","1.0"
"173017755","317541","Oral Tablet","203204","bupropion hydrochloride","MG","75.0","EACH","1.0"
"24208034205","126542","Nasal Spray","42634","desmopressin acetate","MG","0.01","ACTUAT","1.0"
"24515010","1649574","Injection","283821","rasburicase","MG","1.5","EACH","1.0"
"713070960","316982","Topical Cream","4461","fluocinolone acetonide","MG","0.25","ML","1.0"
"173073500","317541","Oral Tablet","67158","sumatriptan succinate","MG","25.0","EACH","1.0"
"63824017563","316946","Extended Release Suspension","236146","dextromethorphan polistirex","MG","6.0","ML","1.0"
"172438310","316965","Oral Capsule","25480","gabapentin","MG","400.0","EACH","1.0"
"78042306","317541","Oral Tablet","69749","valsartan","MG","40.0","EACH","1.0"
"517271025","1649574","Injection","1901","calcium chloride","MG","100.0","ML","1.0"
"904292461","317541","Oral Tablet","203138","verapamil hydrochloride","MG","120.0","EACH","1.0"
"9752901","1649574","Injection","153329","irinotecan hydrochloride","MG","20.0","ML","1.0"
"904578961","316965","Oral Capsule","281","acyclovir","MG","200.0","EACH","1.0"
"781139313","317541","Oral Tablet","5093","haloperidol","MG","2.0","EACH","1.0"
"17478003002","1649574","Injection","142436","fentanyl citrate","MG","0.05","ML","1.0"
"51079073620","317541","Oral Tablet","5093","haloperidol","MG","5.0","EACH","1.0"
"57844018701","317541","Oral Tablet","8331","pimozide","MG","2.0","EACH","1.0"
"85432001","316950","Injectable Suspension","1516","betamethasone acetate","MG","3.0","ML","1.0"
"904623561","10312","Delayed Release Oral Tablet","253191","pantoprazole sodium","MG","40.0","EACH","1.0"
"50458032001","317541","Oral Tablet","35636","risperidone","MG","2.0","EACH","1.0"
"31722053712","317541","Oral Tablet","114477","levetiracetam","MG","500.0","EACH","1.0"
"904552261","317541","Oral Tablet","39173","doxazosin mesylate","MG","1.0","EACH","1.0"
"517030110","1649574","Injection","6878","methylene blue","MG","10.0","ML","1.0"
"409234488","1649574","Injection","203121","dobutamine hydrochloride","MG","12.5","ML","1.0"
"168020437","316985","Topical Ointment","142440","lidocaine hydrochloride","MG","0.05","MG","1.0"
"50458093010","317541","Oral Tablet","82122","levofloxacin","MG","750.0","EACH","1.0"
"36000028225","1649574","Injection","4603","furosemide","MG","10.0","ML","1.0"
"6500401","1649574","Injection","1988648","letermovir","MG","20.0","ML","1.0"
"338101948","1649574","Injection","9893","nafcillin sodium","MG","2000.0","EACH","1.0"
"536408956","346286","Topical Gel","1418","benzoyl peroxide","MG","0.05","MG","1.0"
"17478021612","7670","Ophthalmic Solution","82054","naphazoline hydrochloride","MG","1.0","ML","1.0"
"904563161","316965","Oral Capsule","25480","gabapentin","MG","100.0","EACH","1.0"
"58394000401","1649574","Injection","139994","oprelvekin","MG","5.0","EACH","1.0"
"10122062010","1649574","Injection","1656052","cangrelor","MG","50.0","EACH","1.0"
"472140016","316968","Oral Solution","104592","cyproheptadine hydrochloride","MG","0.4","ML","1.0"
"65079515","7670","Ophthalmic Solution","1901","calcium chloride","MEQ","0.004","ML","1.0"
"93894001","316965","Oral Capsule","281","acyclovir","MG","200.0","EACH","1.0"
"121065304","316968","Oral Solution","203207","fluphenazine hydrochloride","MG","5.0","ML","1.0"
"6394132","1649574","Injection","754763","fosaprepitant dimeglumine","MG","150.0","EACH","1.0"
"93310793","316965","Oral Capsule","723","amoxicillin","MG","250.0","EACH","1.0"
"62141101","317541","Oral Tablet","7514","norethindrone","MG","0.35","EACH","1.0"
"555100916","316987","Transdermal System","2599","clonidine","MG","0.00417","HR","1.0"
"63323073410","1649574","Injection","105443","pamidronate disodium","MG","3.0","ML","1.0"
"65862060330","317541","Oral Tablet","228750","moxifloxacin hydrochloride","MG","400.0","EACH","1.0"
"409127332","1649572","Cartridge","3322","diazepam","MG","5.0","ML","1.0"
"169320111","316949","Injectable Solution","51428","insulin aspart, human","UNT","100.0","ML","1.0"
"63739051810","317541","Oral Tablet","8640","prednisone","MG","5.0","EACH","1.0"
"63323018730","1649574","Injection","9863","sodium chloride","MG","234.0","ML","1.0"
"517031010","1649574","Injection","6878","methylene blue","MG","10.0","ML","1.0"
"37440101","317541","Oral Tablet","7975","penicillamine","MG","250.0","EACH","1.0"
"29485220","317541","Oral Tablet","31448","nabumetone","MG","750.0","EACH","1.0"
"23317033128","316982","Topical Cream","5492","hydrocortisone","MG","10.0","ML","1.0"
"61958050101","317541","Oral Tablet","141400","adefovir dipivoxil","MG","10.0","EACH","1.0"
"54852625","316965","Oral Capsule","42351","lithium carbonate","MG","150.0","EACH","1.0"
"99207024005","1649574","Injection","1903","edetate calcium disodium","MG","200.0","ML","1.0"
"55390020910","1649574","Injection","6902","methylprednisolone","MG","40.0","EACH","1.0"
"93022001","317541","Oral Tablet","83008","bicalutamide","MG","50.0","EACH","1.0"
"60687014501","317541","Oral Tablet","8640","prednisone","MG","20.0","EACH","1.0"
"173094955","317541","Oral Tablet","281","acyclovir","MG","400.0","EACH","1.0"
"173071920","721654","Metered Dose Inhaler","50121","fluticasone propionate","MG","0.11","ACTUAT","1.0"
"66758005003","316949","Injectable Solution","72962","docetaxel","MG","10.0","ML","1.0"
"555077002","317541","Oral Tablet","25025","finasteride","MG","5.0","EACH","1.0"
"51079039220","316945","Extended Release Oral Tablet","203204","bupropion hydrochloride","MG","150.0","EACH","1.0"
"24486060110","317007","Sublingual Tablet","1225","hyoscyamine sulfate","MG","0.125","EACH","1.0"
"74173214","317541","Oral Tablet","203135","propafenone hydrochloride","MG","225.0","EACH","1.0"
"70121145407","1649574","Injection","29561","meropenem","MG","500.0","EACH","1.0"
"51079062920","317541","Oral Tablet","267036","metoclopramide hydrochloride","MG","5.0","EACH","1.0"
"143967310","1649574","Injection","114477","levetiracetam","MG","100.0","ML","1.0"
"61314020315","7670","Ophthalmic Solution","235426","pilocarpine hydrochloride","MG","10.0","ML","1.0"
"143959525","316949","Injectable Solution","142440","lidocaine hydrochloride","MG","10.0","ML","1.0"
"63739004710","317541","Oral Tablet","2019","carbidopa","MG","25.0","EACH","1.0"
"574085005","1649574","Injection","203176","dihydroergotamine mesylate","MG","1.0","ML","1.0"
"60505450409","317541","Oral Tablet","323828","rosuvastatin calcium","MG","20.0","EACH","1.0"
"63323047727","1649574","Injection","53616","chloroprocaine hydrochloride","MG","20.0","ML","1.0"
"63323030655","316949","Injectable Solution","7276","tobramycin sulfate","MG","40.0","ML","1.0"
"64980018001","316965","Oral Capsule","4451","flucytosine","MG","250.0","EACH","1.0"
"66043015","346286","Topical Gel","1418","benzoyl peroxide","MG","0.05","MG","1.0"
"186041201","316949","Injectable Solution","203185","mepivacaine hydrochloride","MG","10.0","ML","1.0"
"781165501","317541","Oral Tablet","203195","penicillin V potassium","MG","500.0","EACH","1.0"
"409153503","1649574","Injection","4850","glucose","MG","200.0","ML","1.0"
"93960412","316968","Oral Solution","5093","haloperidol","MG","2.0","ML","1.0"
"55390056090","1649574","Injection","203121","dobutamine hydrochloride","MG","12.5","ML","1.0"
"55513005701","1649574","Injection","283838","darbepoetin alfa","MG","0.06","ML","1.0"
"18860034201","316942","Disintegrating Oral Tablet","2019","carbidopa","MG","25.0","EACH","1.0"
"51079058106","317541","Oral Tablet","225852","leucovorin calcium","MG","5.0","EACH","1.0"
"78068615","317541","Oral Tablet","735651","eltrombopag olamine","MG","50.0","EACH","1.0"
"409669501","1649574","Injection","4177","etomidate","MG","2.0","ML","1.0"
"597003234","316987","Transdermal System","2599","clonidine","MG","0.00833","HR","1.0"
"76045000410","721656","Prefilled Syringe","30236","morphine sulfate","MG","2.0","ML","1.0"
"536110688","316987","Transdermal System","7407","nicotine","MG","0.292","HR","1.0"
"61958250101","317541","Oral Tablet","1721604","tenofovir alafenamide fumarate","MG","25.0","EACH","1.0"
"409117630","1649572","Cartridge","103755","meperidine hydrochloride","MG","25.0","ML","1.0"
"65862014736","317541","Oral Tablet","67158","sumatriptan succinate","MG","50.0","EACH","1.0"
"51079095720","317541","Oral Tablet","39173","doxazosin mesylate","MG","1.0","EACH","1.0"
"51079095920","317541","Oral Tablet","39173","doxazosin mesylate","MG","4.0","EACH","1.0"
"517077010","1649574","Injection","38413","torsemide","MG","10.0","ML","1.0"
"71000724","91058","Chewable Tablet","8183","phenytoin","MG","50.0","EACH","1.0"
"42023011510","316949","Injectable Solution","203184","ketamine hydrochloride","MG","100.0","ML","1.0"
"406324301","317541","Oral Tablet","203177","hydromorphone hydrochloride","MG","2.0","EACH","1.0"
"49397041","316965","Oral Capsule","1294533","ziprasidone hydrochloride","MG","40.0","EACH","1.0"
"61748001211","317541","Oral Tablet","8987","pyrazinamide","MG","500.0","EACH","1.0"
"51079002720","316945","Extended Release Oral Tablet","35220","quinidine gluconate","MG","324.0","EACH","1.0"
"49999006600","316965","Oral Capsule","10763","triamterene","MG","37.5","EACH","1.0"
"60505607800","721656","Prefilled Syringe","322154","fondaparinux sodium","MG","5.0","ML","1.0"
"63323016501","316949","Injectable Solution","48933","dexamethasone sodium phosphate","MG","4.0","ML","1.0"
"68084002121","317541","Oral Tablet","221052","abacavir sulfate","MG","300.0","EACH","1.0"
"65064435","91344","Ophthalmic Ointment","10627","tobramycin","MG","0.003","MG","1.0"
"66490069010","317541","Oral Tablet","8691","primidone","MG","50.0","EACH","1.0"
"338105548","1649574","Injection","6922","metronidazole","MG","5.0","ML","1.0"
"904597661","317541","Oral Tablet","35636","risperidone","MG","2.0","EACH","1.0"
"904592861","317541","Oral Tablet","202693","labetalol hydrochloride","MG","100.0","EACH","1.0"
"536589488","316987","Transdermal System","7407","nicotine","MG","0.292","HR","1.0"
"32121201","316995","Delayed Release Oral Capsule","6406","lipase","UNT","12000.0","EACH","1.0"
"4003909","316968","Oral Solution","283815","valganciclovir hydrochloride","MG","50.0","ML","1.0"
"169008181","317541","Oral Tablet","73044","repaglinide","MG","0.5","EACH","1.0"
"591014926","1649574","Injection","261435","sodium ferric gluconate complex","MG","12.5","ML","1.0"
"781523864","316942","Disintegrating Oral Tablet","26225","ondansetron","MG","4.0","EACH","1.0"
"68084048721","317541","Oral Tablet","142146","bisoprolol fumarate","MG","5.0","EACH","1.0"
"25021081710","1649574","Injection","167","acetazolamide","MG","500.0","EACH","1.0"
"51079001520","317541","Oral Tablet","7300","neomycin sulfate","MG","500.0","EACH","1.0"
"55111055610","1649574","Injection","15657","decitabine","MG","50.0","EACH","1.0"
"703291403","316949","Injectable Solution","11153","vecuronium bromide","MG","1.0","ML","1.0"
"78077720","317541","Oral Tablet","1656328","sacubitril","MG","49.0","EACH","1.0"
"517570425","1649574","Injection","4603","furosemide","MG","10.0","ML","1.0"
"24208050505","7670","Ophthalmic Solution","227212","levobunolol hydrochloride","MG","5.0","ML","1.0"
"29152722","316982","Topical Cream","221128","mupirocin calcium","MG","20.0","ML","1.0"
"703463601","1649574","Injection","10114","streptozocin","MG","1000.0","EACH","1.0"
"597001314","2284289","Inhalation Spray","142153","albuterol sulfate","MG","0.09","ACTUAT","1.0"
"75062300","721656","Prefilled Syringe","221095","enoxaparin sodium","MG","100.0","ML","1.0"
"63323013210","316949","Injectable Solution","203129","mitoxantrone hydrochloride","MG","2.0","ML","1.0"
"173073002","316945","Extended Release Oral Tablet","203204","bupropion hydrochloride","MG","150.0","EACH","1.0"
"10019012001","1649574","Injection","203222","esmolol hydrochloride","MG","10.0","ML","1.0"
"904563461","317541","Oral Tablet","235743","metformin hydrochloride","MG","500.0","EACH","1.0"
"24477003025","1649574","Injection","235230","nicardipine hydrochloride","MG","2.5","ML","1.0"
"4024515","316965","Oral Capsule","859857","saquinavir mesylate","MG","200.0","EACH","1.0"
"597010760","316965","Oral Capsule","1037041","dabigatran etexilate mesylate","MG","75.0","EACH","1.0"
"9509101","1649574","Injection","203213","epirubicin hydrochloride","MG","2.0","ML","1.0"
"78017605","316965","Oral Capsule","72875","fluvastatin sodium","MG","20.0","EACH","1.0"
"49396041","316965","Oral Capsule","1294533","ziprasidone hydrochloride","MG","20.0","EACH","1.0"
"68180041109","317541","Oral Tablet","83818","irbesartan","MG","150.0","EACH","1.0"
"51079098620","317541","Oral Tablet","203116","buspirone hydrochloride","MG","10.0","EACH","1.0"
"52959069340","317541","Oral Tablet","42331","misoprostol","MG","0.2","EACH","1.0"
"185022360","317541","Oral Tablet","21107","cilostazol","MG","100.0","EACH","1.0"
"51079046220","317541","Oral Tablet","35636","risperidone","MG","1.0","EACH","1.0"
"555097102","317541","Oral Tablet","221088","dextroamphetamine saccharate","MG","1.25","EACH","1.0"
"143987201","1649574","Injection","82084","propranolol hydrochloride","MG","1.0","ML","1.0"
"641244045","316949","Injectable Solution","314659","heparin sodium, porcine","UNT","1000.0","ML","1.0"
"283067902","346163","Mucosal Spray","1399","benzocaine","MG","200.0","ML","1.0"
"338004901","1649574","Injection","9863","sodium chloride","MG","9.0","ML","1.0"
"378180077","317541","Oral Tablet","40144","levothyroxine sodium","MG","0.025","EACH","1.0"
"406895801","317541","Oral Tablet","3287","dextroamphetamine sulfate","MG","5.0","EACH","1.0"
"47335018788","316942","Disintegrating Oral Tablet","2019","carbidopa","MG","25.0","EACH","1.0"
"781143613","317541","Oral Tablet","203207","fluphenazine hydrochloride","MG","1.0","EACH","1.0"
"300154111","316995","Delayed Release Oral Capsule","17128","lansoprazole","MG","15.0","EACH","1.0"
"50268064415","317541","Oral Tablet","161","acetaminophen","MG","325.0","EACH","1.0"
"75062041","721656","Prefilled Syringe","221095","enoxaparin sodium","MG","100.0","ML","1.0"
"68084012801","316995","Delayed Release Oral Capsule","7646","omeprazole","MG","20.0","EACH","1.0"
"766150010","316992","Oral Lozenge","31765","nicotine polacrilex","MG","2.0","EACH","1.0"
"68084024001","317541","Oral Tablet","993491","midodrine hydrochloride","MG","2.5","EACH","1.0"
"50458059601","316968","Oral Solution","35636","risperidone","MG","1.0","ML","1.0"
"904629161","317541","Oral Tablet","83366","atorvastatin calcium","MG","20.0","EACH","1.0"
"15301238","1649574","Injection","2105","carmustine","MG","100.0","EACH","1.0"
"904552461","317541","Oral Tablet","39173","doxazosin mesylate","MG","4.0","EACH","1.0"
"781176413","317541","Oral Tablet","150816","imipramine hydrochloride","MG","25.0","EACH","1.0"
"35356016601","721654","Metered Dose Inhaler","142153","albuterol sulfate","MG","0.09","ACTUAT","1.0"
"173059500","317541","Oral Tablet","11413","zidovudine","MG","300.0","EACH","1.0"
"54868596800","7670","Ophthalmic Solution","283809","travoprost","MG","0.04","ML","1.0"
"591566101","317541","Oral Tablet","10237","sulindac","MG","150.0","EACH","1.0"
"66530024120","316982","Topical Cream","10753","tretinoin","MG","1.0","ML","1.0"
"54350049","316956","Mucous Membrane Topical Solution","142440","lidocaine hydrochloride","MG","20.0","ML","1.0"
"574705012","316978","Rectal Suppository","1596","bisacodyl","MG","10.0","EACH","1.0"
"409427501","316949","Injectable Solution","142440","lidocaine hydrochloride","MG","5.0","ML","1.0"
"409741903","1649574","Injection","3272","dextran 40","MG","100.0","ML","1.0"
"60505299603","316995","Delayed Release Oral Capsule","476250","duloxetine hydrochloride","MG","30.0","EACH","1.0"
"67457034001","1649574","Injection","66955","vancomycin hydrochloride","MG","1000.0","EACH","1.0"
"51672201802","316985","Topical Ointment","5492","hydrocortisone","MG","0.01","MG","1.0"
"187170405","317541","Oral Tablet","8308","vitamin K1","MG","5.0","EACH","1.0"
"61314014405","7670","Ophthalmic Solution","39171","brimonidine tartrate","MG","1.5","ML","1.0"
"60687021001","317541","Oral Tablet","36567","simvastatin","MG","40.0","EACH","1.0"
"904632661","317541","Oral Tablet","235743","metformin hydrochloride","MG","500.0","EACH","1.0"
"68084059101","316945","Extended Release Oral Tablet","28004","isosorbide mononitrate","MG","30.0","EACH","1.0"
"6057354","316965","Oral Capsule","203153","indinavir sulfate","MG","400.0","EACH","1.0"
"4082009","316969","Oral Suspension","259275","oseltamivir phosphate","MG","6.0","ML","1.0"
"904650161","317541","Oral Tablet","4450","fluconazole","MG","200.0","EACH","1.0"
"63323047820","1649574","Injection","53616","chloroprocaine hydrochloride","MG","30.0","ML","1.0"
"51079048820","317541","Oral Tablet","203207","fluphenazine hydrochloride","MG","10.0","EACH","1.0"
"68084067601","317541","Oral Tablet","267036","metoclopramide hydrochloride","MG","10.0","EACH","1.0"
"24208046325","7670","Ophthalmic Solution","43611","latanoprost","MG","0.05","ML","1.0"
"59148007091","1649574","Injection","1828","busulfan","MG","6.0","ML","1.0"
"77333094010","317541","Oral Tablet","42954","vitamin B6","MG","50.0","EACH","1.0"
"2322930","316965","Oral Capsule","353103","atomoxetine hydrochloride","MG","40.0","EACH","1.0"
"51991093898","316949","Injectable Solution","56946","paclitaxel","MG","6.0","ML","1.0"
